Title,Discription,Genre
Cinderela Pop,cinema be modern princess she s connect decid and love music thi pop princess use to live with their parent in a huge castl with a nice view to the citi everi night she look through the window and watch the view dream with a princ she do n't meet yet but one day her castl crumbl with everyth around her after her parent divorc she go to live with her aunt and stop believ in love what she do n't know be that there be a charm princ in her histori that want to break the ice around our modern day cinderella,"Comedy, Romance"
Guns Akimbo,an ordinari guy suddenli find himself forc to fight a gladiatorlik battl for a dark websit that stream the violenc for viewer in order to surviv and rescu hi kidnap girlfriend he must battl nix a heavili arm and much more experi fighter,"Action, Comedy"
Jeepers Creepers,a brother and sister drive home through an isol countrysid from colleg encount a flesheat creatur in the midst of it ritualist eat spree,"Drama, Horror, Mystery, Thriller"
THX 1138,peopl in the futur live in a totalitarian societi a technician name the 1138 live a mundan life between work and take a control consumpt of drug that the govern use to make puppet out of peopl as the be without drug for the first time he have feel for a woman and they start a secret relationship,"Action, Drama, Science Fiction"
Father of the Bride,georg bank be an ordinari middleclass man whose 22 yearli daughter anni have decid to marri a man from an underclass famili but georg ca nt think of what life would be like without hi daughter hi wife tri to make him happi for anni but when the we d take place at their home and a foreign we d planner take over the ceremoni he becom slightli insan,"Comedy, Romance"
9 mois ferme,arcan elder be pregnant thi be surpris with her be a young harden judg with strict moral but what be more surpris be that accord to patern test the child father be none other than bob a crimin from the prosecut charg with an atroci attack arcan do n't rememb ani of what have happen so she have no idea what to expect,Comedy
The Water Horse,a lone boy discov a mysteri egg that hatch a sea creatur of scottish legend,"Adventure, Family, Fantasy"
The Whole Nine Yards,after a mobster agre to cooper with an fbi investig in order to stay out of prison he s reloc by the author to a life of suburban anonym as part of a wit protect program it not long befor a coupl of hi new neighbour figur out hi true ident and come knock to see if he d be up for one more hit — suburban style,"Comedy, Crime"
The Man with the Golden Gun,cool govern oper jam bond search for a steal invent that can turn the sun heat into a destruct weapon he soon cross path with the menac francisco scaramanga a hitman so skill he have a sevenfigur work fee bond then join forc with the swimsuitclad mari goodnight and togeth they track scaramanga to a thai tropic isl hideout where the killerforhir lure the slick spi into a deadli maze for a final duel,"Action, Adventure, Thriller"
Spree,desper for an onlin follow a timeshar driver have figur out a deadli plan to go viral and he will stop at noth to get hi five minut of fame,"Comedy, Crime, Horror"
Grandma,selfdescrib misanthrop ell reid have her protect bubbl burst when her 18yearold granddaught sage show up need help the two of them go on a daylong journey that caus ell to come to term with her past and sage to confront her futur,"Comedy, Drama"
Warm Bodies,after a zombi becom involv with the girlfriend of one of hi victim their romanc set in motion a sequenc of event that might transform the entir lifeless world,"Comedy, Horror, Romance"
The Ramen Girl,an american woman be strand in tokyo after break up with her boyfriend search for direct in life she train to be a ramen chef under a tyrann japanes master,"Comedy, Drama, Romance"
Ella Enchanted,ella live in a magic world in which each child at the moment of their birth be give a virtuou gift from a fairi godmoth fella call gift howev be obedi thi birthright prove itself to be quit the curs onc ella find herself in the hand of sever unscrupul charact whom she quit liter can not disobey determin to gain control of her life and decis ella set off on a journey to find her fairi godmoth who she hop will lift the curs the path howev be n't easi ella must outwit a slew of unpleas obstacl includ ogr giant wick stepsist elv and princ chariot evil uncl who want to take over the crown and rule the kingdom,"Comedy, Family, Fantasy"
Stakeout,two cop be give the dirti job of stake out the home of an escap convict girlfriend chri and the beauti girlfriend accident meet and fall in love just as chri confess the convict appear but will she betray him,"Action, Comedy, Romance"
Made of Honor,tom and hannah have be platon friend for 10 year he s a serial water while she want marriag but have n't find my right just as tom be start to think that he be relationship materi after all hannah get engag when she ask tom to be her maid of honor he reluctantli agre just so he can attempt to stop the we d and woo her,"Comedy, Romance"
Pieles,in a strang world where peopl share numer deform the same problem we all face challeng each of them to find someon who accept you as you be sometim that mean find yourself first,"Comedy, Drama"
Money Monster,financi to host lee gate and hi produc patti be put in an extrem situat when an irat investor take over their studio,"Drama, Thriller"
Lucy,a woman accident catch in a dark deal turn the tabl on her captor and transform into a merciless warrior evolv beyond human logic,"Action, Science Fiction"
Fantozzi subisce ancora,after a hard day at work and a condominiumboard meet account ugo fantozzi go on a trip with hi famili unfortun he will face a nasti surpris upon hi return,Comedy
One Fine Day,melani parker an architect and mother of sammi and jack taylor a newspap columnist and father of maggi be both divorc they meet one morn when overwhelm jack be leav unexpectedli with maggi and forget that melani be to take her to school as a result both children miss their school field trip and be stick with the parent the two adult project their neg stereotyp of espous on each other but end up need to reli on each other to watch the children as each must save hi job humor be add by sammi propens for lodg object in hi nose and maggi tendenc to wander,"Comedy, Romance"
Rendition,when an egyptian terror suspect disappear on a flight from africa to washington do hi american wife and a cia analyst find themselv catch up in a struggl to secur hi releas from a secret detent facil somewher outsid the us,"Drama, Thriller"
Napoleon,an epic that detail the checker rise and fall of french emperor napoleon bonapart and hi relentless journey to power through the prism of hi addict volatil relationship with hi wife josephin,"Drama, History, War"
